OPE_ID,SCH_NM,YEAR,SANC_DESC,REAS_DESC
00569800,Douglas MacArthur State Technical College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00573400,H. Councill Trenholm State Technical College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02239300,Rice College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00108700,Arkansas Baptist College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00704400,Crowley's Ridge Technical Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02284200,New Tyler Barber College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01228200,United Academy of Beauty,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00118800,Compton Community College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00127200,San Bernardino Valley College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00718200,First California Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00718700,North Adrian's Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00720300,Richards Beauty Colleges,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00809000,Bryman College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01159800,Orange County Business College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01244600,Universal College of Beauty,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01309500,Salon Success Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01324700,Ukiah Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02059800,Paris Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02086400,California Cosmetology College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02141300,Dickinson Warren College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02141900,San Gorgonio Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02208600,Madera Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02214300,Phillips College Inland Empire Campus,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02236400,"Thanh Le College, School of Cosmetology",1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02328400,Rosston Schools of Mens Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02520200,California Career School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02520400,Adrians Beauty College of Turlock,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02521300,International Dealers School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02553100,Associated Technical College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02553500,Associated Technical College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02573300,Advance School of Driving,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02613900,Computer Business College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02619600,College for Early Childhood Educators (The),1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02623300,Lederwolff Culinary Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02120200,Washington DC Beauty Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00411000,Saint Vincent's Medical Center School of Radiologic Technology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00752500,Suwannee-Hamilton Technical Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01112600,Garces Commercial College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02122600,Suncoast Beauty School of Pasco Campus 2,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02122800,Mr Dels School of Cosmetology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02140900,Hair Design School (The),1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02154100,Romar Beauty Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02154700,Miami Technical Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02182400,Omni Technical School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02187700,Crown Business Institute Miami,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02200100,Bradenton Beauty & Barber Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02260000,Le Reve School of Cosmetology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02266300,Rehberg's Hairstyling Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02346300,US Schools,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02357400,Arlington Beauty Care Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02508700,Omni Technical School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02517200,Beacon Career Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02530800,Politechnical Institute of Florida,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02569900,Florida School of Business,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02598200,Florida Technical College of Jacksonville,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02601800,Hialeah Technical Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02601900,Miami Institute of Technology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02623400,RTI Technical Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00561800,Savannah Technical Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02354500,Southeastern Beauty Schools,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02585300,Pages University of Cosmetology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00525800,Hawaii Community College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00893900,Cannella School of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01181000,Taylor Business Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01189600,Academy of Beauty Culture,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01190200,Cannella School of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01197100,Trend Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02166800,John Amico's School of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02218100,Cannella School of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02286100,Naes College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02291200,Cannella School of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02536700,Bell Mar Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02549900,Consumer Electronics Training Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02563300,Kankakee Academy of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00961300,Merrillville Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01150600,Indiana Barber/Stylist College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02490600,Hair Fashions By Kaye Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01046700,Amtech Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02612900,Remington College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00549100,KY Tech - Paducah Area Technology Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01259100,Marion County Area Technology Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01273300,Kentucky Technical - Knox County Area Technology Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02351700,Donta School of Beauty Culture,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02526100,Jenny Lea Academy of Cosmetology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00462100,Ayers Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00546800,Louisiana Technical College - Acadian Campus,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00547200,Louisiana Technical College - Sidney N. Collier Campus,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00547500,Louisiana Technical College - Northeast Campus,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00547800,Louisiana Technical College - Jumonville Memorial Campus,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00548000,"Louisiana Technical College, Huey P. Long Campus",1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00552800,Louisiana Technical College - Teche Area Campus,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00967400,Moler Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01163100,"D-Jay's School of Beauty, Arts & Sciences",1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01261100,Ronnie & Dormans School of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01291800,Baton Rouge Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02055600,Larry's Academy of Hairstyling,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02058000,Art of Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02185700,Petersons Institute of Hair and Skin Technology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02234000,Cameron College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02269300,Stevenson's Academy of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02323100,Pat Goins Shreveport Beauty School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02338000,Cloyd's Beauty School #2,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02522400,Abbeville Beauty Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02526900,Moler Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02620100,Louisiana Hair Design College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
03010400,Crescent City School of Gaming & Bartending,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
03011200,Domestic Health Care Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
03023500,Camelot College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02325900,Labaron Hairdressing Academy Springfield,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02337600,Northwest Beauty School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00973400,Virginia Farrell Beauty School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00973600,Virginia Farrell Beauty School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01065600,State College of Beauty,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01071200,State College of Beauty,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01151200,State College of Beauty,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01255500,M.J. Murphy Beauty College of Saginaw,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02098900,Payne - Pulliam School of Trade & Commerce,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02117900,Ross Technical Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02214700,Almas Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02361500,Michigan Barber School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02563100,Preston & Annas Beauty School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02574500,Grand Sorrento Beauty School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
03006200,Sylvias Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
03008100,American College of Beauty Culture,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
03028500,Lawton School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00960700,House of Heavilin Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02105600,Vatterott Educational Centers,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02154900,Missouri School of Barbering & Hairstyling-St. Louis,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02187200,North  Central Career Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02200400,Sikeston Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02493800,Florissant Upholstery School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02595900,Missouri College of Cosmetology - South,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00241200,Mary Holmes College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02490200,"ICS, The Wright Beauty College",1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02552700,Advance School of Cosmetology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02322800,Black World College of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02188200,Sitting Bull College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00936100,Empire Technical School of New Jersey,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02223900,Drake College of Business,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00736700,Marinello Schools of Beauty,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02600700,Las Vegas Gaming & Technical School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00741700,Contemporary School of Beauty Culture,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00780400,New York Food And Hotel Management School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00957800,Jon Louis School of Beauty,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01191700,Drake School of Manhattan,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01197900,Blake Business School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01199100,Belzer Yeshiva,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02252800,Continental Dental Assistant School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02253200,Superior Career Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02303900,United Talmudical Academy of Monsey,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02491400,Spanish-American Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02520900,American Bartenders School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
03025300,Academy for Career Education,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01064200,Charmayne Beauty Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01096200,Moore Universite' of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01170300,Penta County Vocational School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02077800,Century School of Cosmetology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02245600,Warren County Career Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02324400,Allstate Hairstyling & Barber College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02329200,Victor George Beauty Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02345900,Vogue Beauty Academy,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02497800,Greene County Career Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02608100,M'Lord's Lakewood School of Cosmetology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
03010500,Stautzenberger College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02088500,Climate Control Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02177900,State Barber & Hair Design College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02197300,Hollywood Cosmetology Center,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
00782600,Berean Institute,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
01204700,"MTA School, Resident School",1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02262700,Delaware County Institute of Training,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02307500,Thomas Serra Philadelphia Academy of Beauty,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02326400,Tri-City Barber School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02360300,Ralph Amodei International Institute of Hair Design & Technology,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02504500,Institucion Chaviano de Mayaguez,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02310300,Columbia Beauty School,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02317600,Academy of Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02552500,Kenneth Shuler School of Cosmetology & Hair Design,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
02588300,Advance Beauty College,1993,"Limitation, suspension, or termination of Title IV",One CDR exceeding 40.0%
